,age,number_of_time_30_59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_times_90_days_late,number_real_estate_loans_or_lines,number_of_time_60_89_days_past_due_not_worse,number_of_dependents,monthly_income_max,revolving_utilization_of_unsecured_lines_impute,debt_ratio_impute,serious_dlqin_2yrs
49020,6,0,1,4,0,0,1,0,5,1,1,0
9152,8,0,1,6,0,2,0,1,8,0,1,0
41685,7,0,1,8,0,1,0,0,10,1,1,0
70192,8,0,1,4,0,0,0,0,5,1,1,1
118796,2,0,1,3,0,0,0,0,5,4,1,0
57372,10,0,0,4,0,0,0,1,6,1,1,0
104758,10,0,1,2,0,0,0,0,3,0,1,0
81974,4,1,4,7,0,2,0,2,9,4,3,0
7349,0,0,1,2,0,0,0,0,4,7,1,0
76026,7,0,3,4,0,1,0,0,6,6,2,0
60231,0,0,3,4,0,1,0,1,6,6,3,0
60774,7,0,7,0,0,1,0,0,2,3,0,0
46136,3,0,4,4,0,2,0,0,6,1,3,0
105130,3,0,2,3,0,1,0,3,5,1,1,0
143374,8,0,1,5,0,1,0,0,7,1,1,0
145725,9,0,1,6,0,2,0,0,8,1,1,0
109402,0,1,1,4,0,0,0,1,6,3,1,0
24074,8,0,0,8,0,0,0,0,10,0,0,0
14058,2,0,3,6,0,1,0,3,8,2,2,0
67473,1,1,1,8,0,0,0,0,10,1,1,0
90269,8,0,6,0,0,0,0,0,1,1,0,0
68014,3,0,1,8,0,1,0,3,10,4,1,0
4014,8,0,1,3,0,0,0,1,5,1,1,0
144835,3,0,0,0,0,0,0,0,2,0,0,0
43284,2,0,1,5,0,1,0,1,7,1,1,0
148693,6,0,6,0,0,0,0,0,0,0,0,0
70163,1,1,0,2,0,0,0,0,3,7,0,0
61724,8,1,0,8,0,0,0,0,10,0,1,0
20959,1,0,1,2,1,0,0,0,4,5,1,0
60039,4,0,1,7,0,1,0,3,9,4,1,0
127956,4,0,1,8,0,3,0,3,10,1,1,0
149978,4,2,1,1,0,0,0,0,3,7,1,0
90755,8,2,5,4,0,3,0,0,6,6,4,0
109314,2,0,1,2,0,0,0,0,4,1,1,0
49460,4,1,6,0,0,0,0,0,1,0,0,0
80987,8,0,4,7,0,2,0,0,9,4,3,0
119330,4,0,6,0,0,1,0,0,1,7,0,0
110908,6,0,7,0,0,1,0,0,2,0,0,0
96331,4,0,0,0,0,0,0,0,0,0,0,0
10919,3,0,5,2,0,1,0,2,4,1,4,0
38099,6,1,5,8,0,3,0,1,10,1,1,0
3719,8,0,6,0,0,0,0,0,1,1,0,0
11897,0,0,6,0,0,0,0,0,1,7,0,0
51952,8,2,5,2,0,1,0,0,4,5,4,0
129748,3,0,5,4,0,2,0,2,5,1,4,0
32605,4,0,5,7,0,2,0,0,9,2,4,0
35326,0,0,1,5,0,0,0,2,7,0,1,0
140845,0,1,1,4,0,0,0,2,5,7,1,0
77530,6,0,1,2,0,0,0,0,4,1,1,0
104817,6,1,7,0,0,3,0,2,5,0,0,1
92390,6,0,1,7,0,1,0,0,9,1,1,0
54250,8,1,5,5,1,2,0,2,7,6,4,1
129310,9,0,1,2,0,1,0,0,4,1,1,0
65045,4,0,7,0,0,2,0,1,5,1,0,0
108077,8,0,1,4,0,0,0,0,5,2,1,0
57195,9,0,1,7,0,1,0,0,9,1,1,0
108103,2,0,1,8,0,1,0,1,10,1,1,0
1729,1,2,3,5,0,2,1,0,7,0,2,0
103507,8,0,4,4,0,2,0,0,5,1,3,0
142058,9,0,1,8,0,2,0,0,10,1,1,0
107378,9,0,2,7,0,1,0,1,9,1,1,0
141163,1,0,1,8,0,0,1,1,10,6,1,0
89259,1,0,7,0,0,1,0,2,7,4,0,0
115914,1,0,5,1,0,1,0,3,2,1,4,0
112471,6,0,1,4,0,0,0,0,6,1,1,0
78748,4,0,7,0,0,2,0,0,2,2,0,0
37633,10,0,6,0,0,0,0,0,0,1,0,0
50494,10,0,6,0,0,0,0,0,0,1,0,0
54981,9,0,2,8,0,3,0,0,10,0,1,0
108664,4,0,3,8,0,3,0,0,10,4,2,0
140670,5,2,1,4,1,0,0,1,5,7,1,1
16147,2,0,1,2,0,0,0,3,4,7,1,0
76612,3,0,1,8,0,2,0,1,10,1,1,0
108851,6,0,7,0,0,1,0,0,2,0,0,0
3104,0,0,1,5,0,1,0,0,7,4,1,0
33510,8,0,1,1,0,1,0,0,2,0,1,0
143877,6,0,1,6,0,2,0,0,8,3,1,0
18569,3,0,1,5,0,1,0,1,7,1,1,0
74785,2,2,5,5,0,2,0,3,7,1,4,1
91001,7,0,1,6,0,1,0,0,8,1,1,0
128941,8,0,7,0,0,1,0,0,3,3,0,0
2356,3,0,5,7,0,3,0,0,9,2,4,0
1171,5,0,2,7,0,2,0,1,9,0,1,0
637,4,0,1,6,0,1,0,0,8,1,1,0
90483,2,1,5,3,0,1,0,2,5,5,1,0
84923,7,0,0,0,0,0,0,0,0,0,0,0
51968,7,0,7,0,0,2,0,2,2,4,0,0
62697,4,0,1,8,0,1,0,0,10,1,1,0
20426,7,0,2,5,0,1,0,0,7,3,1,0
97711,4,0,1,2,0,0,0,0,4,1,1,0
129743,2,0,1,3,0,0,0,0,5,7,1,0
29662,8,0,1,7,0,1,0,0,9,0,1,0
91386,4,1,2,6,0,1,0,3,8,5,1,0
29469,2,0,3,5,1,1,1,3,7,1,2,1
56285,2,0,7,0,0,2,0,1,4,3,0,0
80126,2,0,1,4,0,0,0,1,6,4,1,0
124005,6,1,5,4,1,1,0,1,5,5,4,0
78693,2,0,4,6,0,2,0,1,8,3,3,0
78801,8,1,2,5,0,2,0,1,7,4,1,0
33577,9,0,7,0,0,1,0,0,3,4,0,0
79761,3,0,4,8,0,1,0,1,10,3,3,0
118885,5,0,1,8,0,2,0,1,10,1,1,0
90970,0,2,1,1,0,0,1,1,3,6,1,0
70240,4,0,4,4,0,1,0,0,6,5,3,0
12125,8,1,4,7,0,2,0,0,9,4,3,0
146634,5,0,4,8,0,3,1,3,10,5,3,1
17123,5,0,4,1,0,1,0,3,3,3,3,0
61031,4,0,6,0,0,0,0,0,0,1,0,0
145560,8,0,5,2,0,0,0,2,4,7,4,0
20792,2,0,4,4,0,1,0,0,6,1,3,0
30928,6,2,1,6,0,2,1,1,8,7,1,0
42841,0,1,1,0,0,0,0,1,2,6,1,0
128047,3,0,1,8,0,2,0,0,10,2,1,0
138777,1,0,1,2,0,0,0,0,3,6,1,0
33823,0,0,6,0,0,0,0,0,0,7,0,0
74049,9,0,0,3,0,0,0,0,5,1,1,0
49663,0,1,1,5,0,0,0,0,7,0,1,0
57979,2,1,1,5,0,0,0,0,7,1,1,0
102579,5,1,3,4,0,1,0,0,5,1,2,0
4210,2,0,2,3,0,1,0,2,5,3,1,0
109884,0,2,0,1,1,0,1,0,2,7,0,0
90980,9,0,0,2,0,0,0,0,4,0,0,0
104505,4,0,7,0,0,1,0,0,2,2,0,0
144664,9,2,1,4,0,1,0,1,6,7,1,1
91317,3,0,1,4,0,0,0,1,5,7,1,0
62059,9,2,1,8,0,2,0,0,10,1,1,0
21180,0,0,5,0,0,0,0,0,0,1,0,0
110880,2,0,1,5,0,1,0,3,7,1,1,0
64784,6,0,4,8,0,3,0,0,10,4,3,0
55077,4,0,1,8,0,3,0,2,10,1,1,0
100216,6,0,0,0,0,0,0,2,2,1,1,0
135238,9,0,6,0,0,1,0,0,1,1,0,0
67247,7,2,0,6,0,0,0,0,8,1,0,0
32009,10,0,1,7,0,1,0,0,9,0,1,0
35277,7,1,3,6,0,1,0,0,8,4,2,0
83944,1,0,1,5,0,1,0,0,7,4,1,0
105901,1,1,1,1,0,0,0,1,2,7,1,0
90299,2,0,0,3,0,0,0,3,5,0,0,0
2814,4,0,4,1,0,0,0,2,2,5,3,0
837,4,0,1,7,0,3,0,2,9,1,1,0
47793,2,0,1,8,0,2,0,2,10,1,1,0
80943,4,0,1,8,0,1,0,3,10,4,1,0
103146,6,0,5,0,0,0,0,0,0,0,0,0
37258,1,1,5,1,1,2,0,0,2,6,1,0
79230,8,0,3,7,0,2,0,3,9,3,2,0
107926,5,0,1,5,0,0,0,0,7,4,1,0
88595,8,0,1,8,0,2,0,0,10,3,1,0
104061,2,0,1,7,0,2,0,2,9,1,1,0
123310,0,0,0,0,0,0,0,0,1,0,0,0
24445,7,0,1,7,0,0,0,0,9,3,1,0
107347,7,0,4,5,0,3,0,0,7,1,3,0
61647,6,0,7,0,0,2,1,0,4,0,0,0
83227,5,0,3,7,0,3,0,0,9,1,2,0
60900,4,0,5,2,0,1,0,0,4,4,1,0
57247,9,0,0,0,0,0,0,0,0,0,0,0
19993,10,0,3,5,0,2,0,0,7,3,2,1
74392,10,0,1,2,0,0,0,1,4,1,1,0
55626,6,0,1,7,0,0,0,0,9,1,1,0
110934,3,0,1,8,0,1,0,3,10,0,1,0
28073,8,0,0,4,0,0,0,0,5,1,1,0
43552,9,0,3,2,0,1,0,0,3,3,2,0
128308,6,0,5,7,0,2,0,0,9,4,4,1
106710,4,0,7,0,0,2,0,0,2,7,0,0
18307,3,0,1,6,1,0,0,0,8,5,1,0
102259,2,0,1,5,0,0,0,3,7,0,1,0
137595,8,1,1,3,0,2,0,1,5,0,1,0
128884,2,0,3,8,0,3,0,1,10,1,2,1
45969,2,0,1,8,0,1,0,0,10,1,1,0
24579,3,0,1,2,0,0,0,2,4,0,1,0
57584,9,0,1,3,0,1,0,0,5,1,1,0
49061,4,0,0,3,0,0,0,0,5,1,0,0
37919,1,0,5,3,0,2,0,1,5,6,4,0
35132,10,0,6,0,0,1,0,0,1,1,0,0
140041,4,0,1,4,0,0,0,0,5,6,1,0
117802,4,0,2,8,0,3,0,0,10,1,1,0
116937,4,0,0,1,0,0,0,0,2,7,1,1
35720,0,0,0,5,0,0,0,1,7,1,0,0
107499,8,0,3,8,0,2,0,0,10,2,2,0
41952,4,0,3,7,0,2,0,2,9,5,2,0
8215,7,0,1,0,1,0,0,0,2,7,1,0
47982,2,2,5,5,0,2,0,2,7,4,4,0
60479,8,0,7,0,0,2,0,0,2,1,0,0
27011,2,0,7,0,0,2,0,0,2,3,0,0
56260,9,0,1,2,0,0,0,0,4,1,1,0
148069,8,0,3,4,0,3,0,1,6,1,2,0
104517,2,0,7,0,0,2,0,0,2,7,0,0
51317,4,0,1,8,0,2,0,1,10,2,1,0
2341,10,0,0,6,0,0,0,0,8,0,0,0
34545,6,0,6,0,0,0,0,0,0,1,0,0
52931,9,0,6,0,0,0,0,1,1,1,0,0
73494,0,0,7,0,0,1,0,1,3,7,0,1
9239,0,0,6,0,0,0,0,0,0,1,0,0
18148,2,0,7,0,0,2,0,0,4,0,0,0
120837,3,0,7,0,0,1,0,0,1,1,0,0
108020,6,0,1,8,0,2,0,0,10,1,1,0
100894,8,1,1,8,0,1,0,0,10,2,1,0
87355,10,0,1,5,0,0,0,0,7,4,1,0
24602,4,0,1,1,0,0,0,1,3,1,1,0
56106,3,0,7,0,0,1,0,2,1,0,0,0
47336,6,0,1,7,0,3,0,0,9,1,1,0
84058,2,1,1,3,0,2,0,3,5,1,1,0
35835,8,1,7,0,0,1,0,0,2,0,0,0
7351,2,0,4,7,0,1,1,2,9,1,3,0
9233,7,0,3,6,0,1,0,2,8,1,2,0
50539,1,0,3,5,0,1,0,1,7,3,2,1
23062,2,0,1,4,0,1,0,0,6,1,1,0
127660,1,0,1,7,0,0,0,0,9,0,1,0
87862,6,0,7,0,0,2,0,0,5,7,0,0
24188,4,0,7,0,0,1,0,1,2,7,0,0
54616,0,0,0,0,0,0,0,0,0,0,0,0
34315,3,0,1,5,0,0,0,0,7,7,1,0
82344,0,0,2,1,0,0,0,1,2,1,1,0
143894,4,0,5,6,0,3,0,2,8,1,1,0
131696,2,0,1,6,0,2,0,1,8,6,1,0
140558,6,0,1,5,0,1,0,0,7,0,1,0
115742,2,0,1,5,0,1,0,3,7,1,1,0
112233,6,0,7,0,0,1,0,0,2,1,0,0
71798,1,2,1,6,0,0,0,3,8,6,1,0
22327,10,0,1,4,0,2,0,0,5,1,1,0
127496,5,0,1,2,0,0,0,0,4,1,1,0
148513,0,0,0,7,0,0,0,0,9,1,1,0
69788,7,2,4,3,1,1,0,0,5,1,3,0
82566,4,0,1,8,0,1,0,3,10,6,1,0
97414,2,0,1,7,0,0,0,0,9,1,1,0
41125,10,1,5,7,0,3,0,0,9,1,4,0
94907,7,0,4,8,0,2,0,0,10,1,3,0
138765,3,0,3,6,0,1,0,2,8,5,2,0
70539,6,0,1,6,0,1,0,0,8,1,1,0
2842,8,0,1,2,0,0,0,0,4,0,1,0
26721,10,0,1,7,0,1,0,1,9,1,1,0
89213,3,0,5,2,0,2,0,0,4,4,1,0
5945,9,0,0,8,0,0,0,0,10,0,0,0
80214,2,0,6,0,0,1,0,0,1,1,0,0
8138,8,0,5,3,0,2,0,0,5,1,4,0
141878,10,0,1,5,0,0,0,0,7,0,1,0
149847,9,0,1,2,0,1,0,0,3,0,1,0
109914,3,1,7,0,0,1,0,0,2,7,0,1
149620,2,0,1,8,1,1,0,0,10,6,1,0
140933,5,0,3,1,0,1,1,1,3,1,2,0
108998,6,0,0,7,0,0,0,0,9,1,0,0
135486,2,0,1,5,0,1,0,3,7,1,1,0
55145,9,0,6,0,0,0,0,0,1,1,0,0
116493,2,0,1,4,0,0,0,2,6,1,1,0
88496,7,0,0,8,0,0,0,0,10,1,0,0
103667,0,1,7,0,0,3,0,1,9,2,0,1
97242,8,0,1,5,0,1,0,0,7,0,1,0
81172,3,0,6,0,0,1,0,0,1,1,0,0
115881,4,0,4,2,0,1,0,2,4,6,3,0
24027,2,1,2,7,0,2,0,2,9,0,1,0
112864,1,0,1,7,0,2,0,1,9,1,1,0
4492,5,2,1,8,0,0,0,0,10,6,1,0
39954,5,0,1,7,0,2,0,3,9,7,1,0
67843,2,0,1,5,0,0,0,1,7,1,1,0
52583,5,0,1,3,0,1,0,0,5,1,1,0
12557,10,0,0,5,0,0,0,1,7,1,0,0
37468,2,0,1,5,0,0,0,0,7,1,1,0
123404,0,0,6,0,0,0,0,0,1,1,0,0
39426,4,0,5,2,0,1,0,1,4,2,4,0
2031,0,0,1,0,0,0,0,0,2,5,1,0
149293,6,0,3,7,0,3,0,0,9,1,2,0
15116,8,0,1,3,0,1,0,0,5,1,1,0
23549,5,0,1,5,0,2,0,2,7,1,1,0
124945,5,0,5,7,0,2,0,0,9,5,4,0
67332,2,0,2,7,0,2,0,1,9,0,1,0
79670,3,0,1,8,0,0,0,1,10,1,1,0
142666,6,0,7,0,0,1,0,0,4,0,0,0
91024,5,0,1,5,0,2,0,0,7,1,1,0
41302,9,0,1,2,0,0,0,0,4,7,1,0
148419,0,0,0,0,0,0,0,0,2,0,0,0
26229,5,2,4,7,0,2,0,3,9,1,3,0
117017,6,0,7,0,0,1,0,0,2,1,0,0
37605,6,1,4,4,0,1,0,0,6,2,3,0
76606,9,0,1,3,0,1,0,0,5,1,1,0
95224,6,0,7,0,1,1,0,0,4,0,0,0
127219,10,0,6,0,0,0,0,0,0,0,0,0
97738,2,0,1,5,0,0,0,2,7,2,1,0
121476,0,0,1,1,1,0,0,0,2,7,1,1
136705,6,0,7,0,0,2,0,0,2,1,0,0
101866,0,0,1,0,0,0,0,0,2,0,1,0
36726,6,0,5,2,0,1,1,0,4,4,4,1
80968,9,0,2,2,0,1,0,3,4,1,1,0
147371,7,0,6,0,0,0,0,0,0,1,0,0
113005,8,1,1,8,0,2,0,0,10,0,1,0
113424,8,0,1,5,0,2,0,0,7,1,1,0
73459,3,0,0,0,0,0,0,1,2,7,0,0
136438,10,0,0,3,0,0,0,0,5,1,0,0
127610,2,1,6,0,0,0,0,0,1,0,0,0
92591,8,0,1,7,0,3,0,0,9,0,1,0
46489,5,0,7,0,0,2,0,0,4,1,0,0
137478,0,0,1,4,0,0,0,2,5,1,1,0
16382,8,0,1,6,0,1,0,1,8,0,1,0
82313,4,0,1,2,0,0,0,2,4,4,1,0
146876,6,0,1,5,0,0,0,0,7,1,1,0
68773,8,0,1,7,0,1,0,0,9,1,1,0
65050,8,0,1,8,0,1,0,0,10,1,1,0
98096,4,0,1,5,0,1,0,2,7,1,1,0
84033,10,0,0,1,0,0,0,0,2,0,0,0
95692,5,0,2,8,0,3,0,1,10,1,1,0
91569,5,0,1,6,0,1,0,2,8,1,1,0
140074,0,1,0,5,0,0,0,0,7,1,0,0
78728,2,0,5,5,0,2,0,0,7,5,4,0
95966,9,0,1,1,0,1,0,0,2,0,1,0
80592,6,1,7,0,0,2,0,3,5,5,0,0
55963,6,0,4,7,0,3,0,0,9,2,3,0
28392,8,0,6,0,0,1,0,0,1,1,0,0
68931,4,0,1,8,0,1,0,1,10,5,1,0
55226,9,0,4,7,0,1,0,0,9,5,3,0
122670,0,0,4,0,0,0,0,0,2,3,3,0
22141,6,2,5,5,0,3,0,2,7,7,1,1
113881,5,2,1,5,1,0,1,2,7,1,1,0
64466,6,0,0,8,0,0,0,0,10,0,0,0
19714,10,0,6,0,0,0,0,0,0,1,0,0
149160,2,0,5,4,0,2,0,3,10,0,1,0
49868,4,1,2,7,0,3,0,0,9,1,1,0
28914,5,0,7,0,0,1,0,0,2,0,0,0
41730,9,0,0,1,0,0,0,0,2,1,1,0
80198,0,1,1,2,0,0,0,0,4,7,1,0
141557,8,1,6,0,0,1,0,0,1,7,0,0
27743,6,0,0,5,0,0,0,2,7,1,1,0
13371,4,0,7,0,0,2,0,1,2,1,0,0
111777,4,0,6,0,0,1,0,0,1,1,0,0
58957,6,1,7,0,0,1,0,1,4,1,0,0
15164,3,0,4,3,0,1,0,0,5,5,3,0
142749,1,0,2,6,0,2,0,1,8,1,1,0
101208,10,0,1,4,0,0,0,0,5,1,1,0
37372,8,0,3,8,0,3,1,0,10,1,2,0
95072,0,0,0,0,0,0,0,0,1,7,0,0
120636,5,0,5,5,0,2,0,0,7,1,4,0
68676,2,0,1,6,0,0,0,2,8,1,1,0
86955,4,0,1,7,0,0,0,2,9,6,1,0
95807,10,1,5,6,0,3,0,0,8,1,1,0
145668,7,0,2,8,0,1,0,0,10,7,1,0
148690,9,0,1,8,0,0,0,1,10,1,1,0
145868,7,0,1,8,0,1,0,0,10,7,1,0
121345,5,0,7,0,0,1,0,0,2,1,0,0
120880,2,0,7,0,0,1,0,0,2,1,0,0
50514,0,1,1,1,1,0,1,0,3,6,1,1
70383,0,0,1,6,0,1,0,0,8,1,1,0
94100,3,1,6,0,0,0,0,0,0,7,0,0
10488,9,0,5,0,0,1,0,0,1,1,1,0
91864,4,0,1,5,0,0,0,3,7,7,1,0
105015,2,0,4,1,0,2,0,0,3,5,3,0
122446,0,0,1,4,0,0,0,0,6,1,1,0
76265,6,0,1,8,0,1,0,0,10,1,1,0
69468,9,0,6,0,0,0,0,0,0,1,0,0
27446,4,0,0,1,0,0,0,0,2,1,0,0
9037,10,0,1,1,0,2,0,0,3,1,1,0
55033,4,1,3,6,0,3,0,1,8,1,2,0
91607,10,0,1,5,0,1,0,0,7,1,1,0
9844,1,0,2,4,0,1,0,0,6,0,1,0
15856,6,0,1,4,0,0,0,0,6,5,1,0
98831,7,0,1,5,0,1,0,1,7,1,1,0
54497,6,0,1,3,0,1,0,0,5,7,1,0
102201,5,0,6,0,0,0,0,1,1,1,0,0
52033,6,0,1,4,0,1,0,0,5,1,1,0
112690,2,0,5,8,0,2,1,2,10,7,4,0
143765,2,0,1,0,0,0,0,2,2,6,1,0
81335,6,0,6,0,0,0,0,0,0,0,0,0
24960,2,0,1,4,0,1,0,3,6,4,1,0
134785,0,0,5,0,0,0,0,0,0,1,0,0
149087,2,0,1,8,1,0,0,2,10,7,1,1
143052,10,0,0,8,0,0,0,0,10,1,0,0
68956,10,0,7,0,0,2,0,0,3,5,0,0
147819,8,0,7,0,0,2,0,0,2,1,0,0
98506,8,0,0,5,0,0,0,0,7,1,0,0
22536,0,0,0,0,0,0,0,0,0,7,0,0
7602,7,0,7,0,0,2,0,1,7,1,0,0
122271,3,0,3,4,0,1,0,2,6,2,2,0
110945,4,1,0,8,0,0,0,2,10,1,0,0
113839,2,0,5,3,0,1,0,0,5,1,4,0
85139,2,0,5,3,0,1,0,0,5,4,4,0
98230,6,1,7,0,0,0,0,1,2,1,0,0
7972,6,0,1,5,0,0,0,0,7,2,1,0
96945,2,2,3,2,0,1,0,1,4,7,2,0
85714,6,0,0,0,0,0,0,0,0,0,0,0
46445,9,0,6,0,0,0,0,0,1,6,0,0
87415,4,0,4,5,0,2,0,0,7,2,3,0
138047,0,1,1,1,0,0,0,0,3,5,1,0
92660,6,2,7,0,0,1,0,0,3,7,0,0
11698,9,0,5,2,0,1,0,0,3,0,1,0
139732,7,0,3,7,0,1,0,0,9,1,2,0
142269,5,0,4,2,0,1,0,0,4,1,3,0
74793,4,0,1,5,0,2,0,0,7,3,1,0
123803,5,0,7,0,0,1,0,0,2,7,0,0
94236,10,0,1,8,0,1,0,0,10,1,1,0
94292,9,0,6,0,0,0,0,0,1,7,0,0
136160,0,0,4,0,1,0,0,0,1,7,3,1
102081,4,0,1,8,0,0,0,0,10,7,1,0
99596,4,0,1,5,0,1,0,3,7,0,1,0
141781,2,0,2,6,1,2,0,3,8,1,1,1
79869,6,1,7,0,0,2,0,0,9,7,0,0
134895,2,2,4,2,0,1,1,2,4,5,3,0
19619,4,0,5,1,0,2,0,2,3,7,1,0
54017,2,0,6,0,0,0,0,0,0,0,0,0
38734,8,0,6,0,0,1,0,0,1,1,0,0
53071,0,0,1,5,0,0,0,2,7,3,1,0
134544,3,0,0,1,0,0,0,0,3,0,0,0
115339,1,0,1,4,0,0,0,2,6,2,1,0
67778,1,0,2,4,0,1,0,2,6,3,1,0
19685,5,0,1,8,0,1,0,0,10,6,1,0
3072,2,0,2,5,0,2,0,3,7,1,1,0
92853,0,0,1,7,0,2,0,1,9,2,1,0
83470,6,1,1,3,0,0,0,2,5,4,1,0
91206,2,0,7,0,0,2,0,0,2,6,0,0
103509,0,0,1,3,0,1,0,0,5,7,1,0
56394,5,0,2,7,0,1,0,0,9,1,1,0
27026,4,0,3,8,0,3,1,3,10,1,2,1
48867,6,0,4,2,0,1,0,0,4,1,3,0
101252,2,1,3,5,0,1,0,2,7,5,2,0
56120,10,0,0,0,0,0,0,0,1,0,0,0
23887,0,2,1,4,0,0,0,0,6,2,1,0
103244,4,0,1,7,1,1,0,1,9,7,1,0
129991,6,2,5,7,0,3,0,3,9,6,4,1
6392,7,0,7,0,0,2,0,0,2,2,0,0
125569,6,0,5,8,0,3,0,3,10,5,4,0
115687,4,0,4,8,0,3,0,0,10,2,3,0
96554,4,0,1,8,0,1,0,0,10,7,1,0
25809,7,0,1,5,0,1,0,0,7,4,1,0
41448,2,0,1,6,0,0,0,0,8,5,1,0
111191,4,0,1,8,0,1,0,3,10,1,1,0
3839,0,0,4,2,0,3,0,0,4,1,3,0
143874,10,0,0,5,0,0,0,0,7,1,0,0
337,2,0,1,7,0,1,0,0,9,1,1,0
75261,8,0,7,0,0,1,0,0,1,1,0,0
46503,2,0,1,8,0,1,0,0,10,1,1,0
30135,3,0,1,1,0,0,0,0,2,7,1,0
29177,5,2,5,8,0,3,1,3,10,7,4,0
16102,2,0,7,0,0,2,0,0,2,1,0,0
114144,4,0,4,7,0,2,0,1,9,5,3,0
71465,2,0,1,7,0,1,0,1,9,6,1,0
70742,0,1,5,2,1,1,1,0,4,1,4,1
25015,5,1,3,7,0,2,0,1,9,2,2,0
69138,5,0,4,3,0,0,0,1,5,1,3,1
4677,0,2,1,2,1,0,0,0,3,0,1,1
104446,4,0,5,0,0,0,0,2,1,1,4,0
93803,8,1,7,0,0,1,0,0,1,2,0,1
80851,4,0,4,7,0,2,0,3,9,1,3,0
109421,6,0,1,3,0,1,0,1,5,1,1,0
44485,5,0,7,0,0,3,0,0,7,1,0,0
129528,3,1,5,5,0,2,1,3,7,1,4,1
26785,8,0,1,8,0,1,0,0,10,0,1,0
25131,9,0,7,0,0,1,0,2,5,1,0,0
85821,6,0,5,1,0,2,0,0,3,7,1,0
53574,2,0,7,0,0,2,0,3,4,2,0,0
128765,8,0,4,8,0,3,0,0,10,3,3,0
89424,8,2,1,8,0,1,0,0,10,1,1,0
17487,0,0,1,3,0,0,0,0,5,6,1,0
88737,3,0,5,5,0,1,0,1,7,7,4,0
88509,0,0,1,3,0,0,0,2,5,7,1,0
113497,7,0,5,5,0,3,0,0,7,1,4,0
118274,10,0,1,8,0,2,0,0,10,1,1,0
91377,3,0,2,5,0,2,0,2,7,1,1,0
66282,4,0,1,6,0,0,0,2,8,5,1,0
89307,10,0,0,0,0,0,0,0,0,0,0,0
41248,3,0,3,7,0,2,0,3,9,1,2,0
12797,8,0,7,0,1,1,0,0,2,1,0,0
74710,9,0,6,0,0,0,0,0,0,1,0,0
12304,6,0,2,4,0,1,0,0,5,3,1,0
58266,6,0,6,0,0,1,0,0,1,1,0,0
112934,8,0,5,8,0,3,0,3,10,7,4,0
4313,0,1,1,4,0,1,0,0,6,1,1,0
93739,6,0,1,4,0,0,0,0,5,5,1,0
20671,7,0,6,0,0,2,0,0,1,2,0,0
90835,7,0,1,8,0,1,0,0,10,1,1,0
148686,10,0,0,2,0,0,0,0,4,1,1,0
17535,0,0,2,7,0,1,0,0,9,5,1,0
67948,2,0,6,0,0,0,0,0,1,1,0,0
24262,5,2,7,0,1,1,0,0,2,6,0,1
63733,6,0,5,6,0,3,0,2,8,3,4,0
84666,2,0,1,5,0,0,0,1,7,1,1,0
134213,9,0,0,1,0,0,0,0,2,0,0,0
57262,8,0,1,7,0,1,0,0,9,0,1,0
79005,1,1,1,8,0,2,0,3,10,5,1,1
33122,6,0,6,0,0,0,0,0,0,0,0,0
79335,2,0,5,1,0,1,0,0,2,1,4,0
63317,10,0,5,7,0,2,0,0,9,2,4,0
30454,3,0,1,2,1,0,0,0,4,5,1,0
17152,9,0,1,3,0,1,0,0,5,1,1,0
127245,0,2,1,4,0,0,0,0,6,6,1,0
25201,3,0,3,5,0,2,0,2,7,7,2,0
81123,0,0,1,2,0,0,0,0,4,1,1,0
96556,4,0,1,5,0,0,0,0,7,6,1,0
85190,5,0,2,5,0,1,0,0,7,1,1,0
125996,4,0,7,0,0,2,0,1,3,5,0,0
19639,2,0,3,4,0,2,0,2,5,0,2,0
103078,2,0,0,5,0,0,0,2,7,0,0,0
94895,4,0,2,8,0,2,0,3,10,4,1,0
114732,7,0,1,5,0,0,0,3,7,0,1,0
83472,0,0,0,0,1,0,0,0,0,0,0,0
13571,5,0,4,4,0,1,0,0,5,2,3,0
19025,2,1,5,8,0,3,0,3,10,2,4,1
89831,2,2,3,5,0,1,0,2,7,1,2,0
76864,1,0,5,5,0,2,0,0,7,1,4,0
107619,3,0,1,8,0,2,0,1,10,1,1,0
107629,6,0,0,6,0,0,0,2,8,1,0,0
117681,1,0,1,7,0,1,0,2,9,1,1,0
27628,2,0,2,7,0,1,0,0,9,1,1,0
64819,7,0,3,6,0,2,0,3,8,6,2,0
124800,1,0,4,6,0,1,0,0,8,0,3,0
16325,4,0,1,5,0,0,0,0,7,2,1,0
22366,8,0,7,0,0,2,0,0,6,1,0,0
4548,4,1,1,7,0,1,0,2,9,1,1,0
149816,10,0,1,4,0,1,0,0,6,1,1,0
92510,4,0,5,5,0,2,0,3,7,3,4,0
144953,4,0,1,6,0,0,0,2,8,3,1,0
115671,4,0,3,5,0,2,0,1,7,1,2,0
77298,6,0,1,7,0,1,0,1,9,4,1,0
65256,4,0,1,1,0,0,0,1,2,3,1,0
30096,10,0,2,1,0,0,0,0,2,1,1,0
37735,0,0,1,2,0,0,0,0,4,1,1,0
23420,8,0,6,0,0,0,0,0,1,1,0,0
32098,3,0,1,7,0,1,0,2,9,0,1,0
23104,2,0,2,1,0,1,0,0,3,5,1,1
